"sous_corpus","expression","Phrase(s)"
"Sequoia","bénéficier de angioplastie","§ ['bénéficient', ""d'"", 'angioplastie'] : Après angiographie, les patients sont soit pris en charge médicalement (33%) soit bénéficient d'une angioplastie (56%) ou d'un pontage aorto-coronaire (11%)."
"Sequoia","présenter SCA","§ ['présentant', 'SCA'] : Les propriétés pharmacocinétiques de la bivalirudine ont été évaluées et se sont avérées être linéaires chez les patients subissant une intervention coronaire percutanée et les patients présentant un SCA."
"Sequoia","présenter insuffisance","§ ['présentant', 'insuffisance'] : La clairance de la bivalirudine est similaire chez les patients à fonction rénale normale et chez les patients présentant une légère insuffisance rénale."
"Sequoia","présenter décoloration","§ ['présente', 'décoloration'] : La solution reconstituée/diluée doit être vérifiée qu'elle ne contient pas de particules et qu'elle ne présente pas de décoloration."
"Sequoia","avoir impact","§ ['avoir', 'impact'] : Quand de nouvelles informations reçues peuvent avoir un impact sur le profil de sécurité, le plan de pharmacovigilance ou les activités de minimisation du risque."
"Sequoia","souffrir douleur","§ ['souffrant', 'douleurs'] : Angiox est utilisé- Chez les patients souffrant de douleurs thoraciques dues à une affection cardiaque (syndromes coronariens aigus SCA)"
"Sequoia","avoir hypertension","§ ['eu', 'hypertension'] : - si vous avez ou avez eu une hypertension (tension artérielle élevée) sévère non contrôlée."
"Sequoia","entraîner mort","§ ['entraîner', 'mort'] : Dans de très rares cas, ils peuvent entraîner la mort (moins de 1 patient sur 10 000)."
"Sequoia","se rapporter","§ ['se', 'rapporte'] : La date d'expiration se rapporte au dernier jour de ce mois."
"Sequoia","se agir","§ [""S'"", 'agissant'] : S'agissant de la maladie de Paget, Aclasta a été étudié sur 357 patients au total, au cours de deux études, dans lesquelles il a été comparé au risédronate (autre bisphosphonate) sur une période de six mois.  § [""S'"", 'agissant'] : S'agissant de la maladie de Paget, Aclasta a été plus efficace que le risédronate."
"Sequoia","présenter hypocalcémie","§ ['présentant', 'hypocalcémie'] : Aclasta ne doit être utilisé ni chez les patients présentant une hypocalcémie (taux de calcium sanguin trop faible) ni chez les femmes enceintes ou allaitantes."
"Sequoia","recevoir traitement","§ ['reçoivent', 'traitement'] : Cela est particulièrement important pour les patients âgés et les patients qui reçoivent un traitement diurétique.  § ['recevant', 'traitement'] : Cela est particulièrement important pour les patients âgés et pour les patients recevant un traitement diurétique.  § ['reçu', 'traitement'] : Les femmes qui ont fait l'objet d'une évaluation pour l'incidence des fractures vertébrales n'ont reçu aucun traitement anti-ostéoporotique concomitant, alors que ces traitements était autorisés chez les femmes ayant participé aux évaluations des fractures de hanche et de toutes les fractures cliniques."
"Sequoia","atteindre maldie","§ ['atteints', 'maldie'] : Il est recommandé de mesurer la calcémie avant la perfusion d'Aclasta chez les patients atteints de la maldie osseuse de Paget."
"Sequoia","atteindre cancer","§ ['atteints', 'cancer'] : Une ostéonécrose de la mâchoire a été rapportée principalement chez des patients atteints d'un cancer et traités notamment par des bisphosphonates, y compris l'acide zolédronique.  § ['atteints', 'cancer'] : Des cas d'ostéonécrose (principalement de la mâchoire) ont été peu fréquemment rapportés, principalement chez des patients atteints d'un cancer et traités par bisphosphonates, dont l'acide zolédronique.  § ['atteints', 'cancer'] : La majorité des cas concerne des patients atteints d'un cancer et ayant subi une extraction dentaire ou d'autres chirurgies dentaires."
"Sequoia","prendre en considération","§ ['pris', 'en', 'considération'] : Un examen dentaire avec des soins dentaires préventifs appropriés devra être pris en considération avant l'instauration d'un traitement par bisphosphonates chez des patients présentant des facteurs de risque associés (par exemple : cancer, chimiothérapie, corticoïdes ou mauvaise hygiène buccale)."
"Sequoia","présenter facteur","§ ['présentant', 'facteurs'] : Un examen dentaire avec des soins dentaires préventifs appropriés devra être pris en considération avant l'instauration d'un traitement par bisphosphonates chez des patients présentant des facteurs de risque associés (par exemple : cancer, chimiothérapie, corticoïdes ou mauvaise hygiène buccale).  § ['présente', 'facteurs'] : L'ostéonécrose de la mâchoire présente de multiples facteurs de risque bien documentés incluant le diagnostic d'un cancer, les traitements associés (par exemple : chimiothérapie, radiothérapie, corticothérapie) et des affections associées (par exemple : anémie, troubles de la coagulation, infection, maladie buccale préexistante)."
"Sequoia","étude conduire","§ ['étude', 'conduite'] : Aucune étude spécifique d'interaction médicamenteuse n'a été conduite avec l'acide zolédronique."
"Sequoia","prêter à confusion","§ ['prêter', 'à', 'confusion'] : Ces données sont issues d'une population de taille incertaine et peuvent prêter à confusion."
"Sequoia","présenter diminution","§ ['présenté', 'diminution'] : Au cours des études cliniques dans l'ostéoporose, environ 0,2% des patientes ont présenté une diminution notable de la calcémie (moins de 1,87 mmol/l), suite à l'administration d'Aclasta."
"Sequoia","subir extraction","§ ['subi', 'extraction'] : La majorité des cas concerne des patients atteints d'un cancer et ayant subi une extraction dentaire ou d'autres chirurgies dentaires."
"Sequoia","entraîner hypocalcémie","§ ['entraînant', 'hypocalcémie'] : En cas de surdosage entraînant une hypocalcémie cliniquement significative, la réversibilité peut être obtenue par l'administration d'un supplément de calcium oral et/ou une perfusion intraveineuse de gluconate de calcium."
"Sequoia","faire le objet évaluation","§ ['fait', ""l'"", 'objet', 'évaluation'] : Les femmes qui ont fait l'objet d'une évaluation pour l'incidence des fractures vertébrales n'ont reçu aucun traitement anti-ostéoporotique concomitant, alors que ces traitements était autorisés chez les femmes ayant participé aux évaluations des fractures de hanche et de toutes les fractures cliniques."
"Sequoia","biopsie effectuer","§ ['biopsies', 'effectuées'] : Un an après l'administration de la troisième dose annuelle, des biopsies osseuses ont été effectuées au niveau de la crête iliaque chez 152 patientes atteintes d'ostéoporose post-ménopausique traitées par Aclasta (N=82) ou par placebo (N=70)."
"Sequoia","atteindre ostéoporose","§ ['atteintes', 'ostéoporose'] : Un an après l'administration de la troisième dose annuelle, des biopsies osseuses ont été effectuées au niveau de la crête iliaque chez 152 patientes atteintes d'ostéoporose post-ménopausique traitées par Aclasta (N=82) ou par placebo (N=70).  § ['atteints', 'ostéoporose'] : De nombreux patients atteints d'ostéoporose n'ont aucun symptôme, mais ils présentent néanmoins un risque de fracture osseuse car l'ostéoporose a fragilisé leurs os."
"Sequoia","entraîner réduction","§ ['entraîné', 'réduction'] : Une administration répétée n'a pas entraîné une réduction supplémentaire des marqueurs du remodelage osseux."
"Sequoia","avoir symptôme","§ ['ont', 'symptôme'] : De nombreux patients atteints d'ostéoporose n'ont aucun symptôme, mais ils présentent néanmoins un risque de fracture osseuse car l'ostéoporose a fragilisé leurs os."
"Sequoia","présenter effet","§ ['présentez', 'effets'] : Si vous ressentez un des effets mentionnés comme graves ou si vous présentez des effets indésirables non mentionnés dans cette notice, veuillez-en informer votre médecin, votre pharmacien ou votre infirmière."
"Sequoia","présenter atteinte rénal","§ ['présentant', 'atteinte', 'rénale'] : Aclasta n'est pas recommandé chez des patients présentant une atteinte rénale sévère (clairance de la créatinine < 35 ml/min) en raison d'un manque d'expérience clinique suffisante dans cette population."
"Sequoia","entraîner déshydratation","§ ['entraîner', 'déshydratation'] : La prudence est requise lorsqu'Aclasta est administré avec des médicaments qui peuvent avoir un effet sur la fonction rénale (par exemple, aminoglucosides ou diurétiques qui peuvent entraîner une déshydratation)."
"Sequoia","perfusion effectuer","§ ['perfusion', 'effectuée'] : La perfusion doit être effectuée selon les procédures médicales standards."
"Sequoia","menace peser","§ ['menace', 'pèse'] : Je suis certain qu'il a conscience de la menace très grave qui pèse sur le modèle européen fondé sur l'exploitation familiale."
"Sequoia","se rappeler","§ ['me', 'rappelle'] : M. Turmes a abordé ce point et je me rappelle que les milieux industriels savent, en tout cas depuis 1992, que les ballasts magnétiques seront plus ou moins interdits vers 2009.  § ['se', 'rappeler'] : M. Wurtz devrait peut-être se rappeler qu'il n'y a pas si longtemps, des collègues de son parti, des maires communistes français, envoyaient des bulldozers contre des foyers d'immigrés en France."
"Sequoia","faire bloc","§ ['fait', 'bloc'] : Nous avons fait bloc autour du compromis élaboré en vue d'améliorer l'efficacité énergétique dans un souhait de protéger le climat."
"Sequoia","tel être le cas","§ ['tel', 'était', 'le', 'cas'] : Même si de nombreuses évolutions nous avaient permis d'en douter, nous avions considéré malgré tout que tel était le cas et, récemment encore, on faisait allusion, du bout des lèvres, il est vrai, au principe de subsidiarité."
"Sequoia","faire allusion","§ ['faisait', 'allusion'] : Même si de nombreuses évolutions nous avaient permis d'en douter, nous avions considéré malgré tout que tel était le cas et, récemment encore, on faisait allusion, du bout des lèvres, il est vrai, au principe de subsidiarité."
"Sequoia","se arroger","§ [""s'"", 'arroger'] : Or, il apparaît aujourd'hui évident que si l'on ouvre, Madame la Présidente, le débat que vous nous demandez d'ouvrir, et que la Conférence des présidents nous demande d'ouvrir, sur le fondement de l'article 50, alors on ouvre une brèche redoutable dans le principe de la liberté, de la souveraineté des États, de la constitution libre des gouvernements qui sont issus d'élections démocratiques, alors demain une autre majorité dans ce Parlement pourra s'arroger une immixtion dans la constitution d'un gouvernement résultant cependant d'élections libres, régulières, paisibles et démocratiques à l'intérieur d'un État membre."
"Sequoia","voir de un oeil","§ ['voyais', ""d'"", 'un', 'oeil'] : Je voyais d'un bon oeil l'amendement du groupe EDD, rejetant l'interférence de l'UE dans la formation du gouvernement d'États membres, mais j'ai dû m'abstenir parce que cela suivait la condamnation de la xénophobie, du racisme, etc., et j'ai estimé que cela pourrait être mal interprété."
"Sequoia","attiser le feu","§ ['attise', 'le', 'feu'] : Nous nous demandons si cela n'attise pas le feu de la xénophobie, ainsi que les partis et les personnes en sont les partisans."
"Sequoia","avoir doctrine","§ ['a', 'doctrine'] : Madame la Présidente, je voulais dire à M. Wurtz que la Commission n'a pas pour doctrine la doctrine Brejnev de souveraineté limitée et que, jusqu'à preuve du contraire, nous ne sommes pas dans le cadre des articles 6 et 7."
"Sequoia","avoir position","§ ['ayant', 'position'] : Les modifications proposées par le Parlement amélioreraient surtout les possibilités des sociétés de médias, ayant une position stable sur les marchés, de transférer leurs vieilles parts de marché de plus de 80 pour cent dans un nouvel environnement à l'aide d'une réglementation rigide et démesurée du droit d'auteur.  § ['ont', 'position'] : Néanmoins, ce sujet est très sensible, comme l'a déjà montré le débat, et représente l'un des quelques exemples où les trois institutions n'ont pas la même position, comme je l'ai très clairement déclaré au Parlement."
"Sequoia","se voiler le face","§ ['se', 'voiler', 'la', 'face'] : Monsieur le Président, chers collègues, Monsieur Sakellariou, je ne soutiens pas M. Dupuis, mais je pense qu'il ne faut pas se voiler la face."
"Sequoia","prendre résolution","§ ['pris', 'résolution'] : Je me demande vraiment pourquoi nous avons pris cette résolution en septembre dernier."
"Sequoia","faire geste","§ ['fait', 'geste'] : A-t-on jamais pensé à ne relâcher ces sanctions que quand le gouvernement serbe aura vraiment fait un geste ?"
"Sequoia","se inquiéter","§ ['nous', 'inquiéter'] : Nous devrions nous inquiéter également de la situation à Mitrovica."
"Sequoia","avoir crédibilité","§ ['aurons', 'crédibilité'] : Dans le cas contraire, nous n'aurons plus la moindre crédibilité."
"Sequoia","mettre un terme","§ ['mettre', 'un', 'terme'] : Nous devons mettre un terme à ses agissements, ou nous n'aurons absolument plus d'informations exactes sur le peuple serbe !  § ['mis', 'un', 'terme'] : Le 6 août, Reuters a mis un terme à sa collaboration avec Adnan Hajj qui se défendait en expliquant avoir voulu retirer des traces de poussières sur les photos originales et que ses conditions de travail, dans un lieu peu éclairé, avaient conduit à ces modifications des photos [7]."
"Sequoia","prendre en otage","§ ['pris', 'en', 'otage'] : Or, il est pris en otage et traité comme un prisonnier de guerre."
"Sequoia","il en être","§ ['il', 'en', 'être'] : De plus, je suis très satisfait de la réponse de M. Lamy -il ne pouvait en être autrement étant donné que M. Lamy connaît bien ces sujets- de décentraliser la campagne d'information."
"Sequoia","assurer suivi","§ ['assurer', 'suivi'] : Monsieur le Président, comme en d'autres occasions, comme par le passé, à l'occasion de la conférence intergouvernementale de 1996, il faut offrir à la Commission le soutien de ce Parlement pour assurer le suivi de ces actions d'information."
"Sequoia","mettre en lumière","§ ['mettent', 'en', 'lumière'] : C'est ce que mettent à mon avis en lumière quelques propositions d'amendement relatives à la coïncinération qui ont été déposées en commission et qui sont maintenant présentées une nouvelle fois en séance plénière."
"Sequoia","se prêter","§ ['se', 'prête'] : Les droits de l'homme constituent un sujet qui se prête à des affirmations de principe faciles et générales et qui risque souvent d'être considéré comme une aumône commode et utile."
"Sequoia","se battre","§ ['se', 'battus'] : Je pense aux droits économiques et sociaux, afin d'éviter un avenir fait de quelques privilégiés qui seraient en paix avec leur conscience parce qu'ils se sont battus pour une noble cause comme, par exemple, la suppression de la peine de mort, et de trop nombreuses personnes condamnées à mort par les processus d'exclusion et de marginalisation économique."
"Sequoia","avoir sentiment","§ ['avoir', 'sentiments'] : Nous voulons protéger notre droit à avoir des idées, des sentiments, des émotions, contre l'invasion technologique des grands frères, comme nous le laisse à penser le cas récent d'Échelon, sur lequel cette Assemblée se penchera sous peu."
"Sequoia","avoir émotion","§ ['avoir', 'émotions'] : Nous voulons protéger notre droit à avoir des idées, des sentiments, des émotions, contre l'invasion technologique des grands frères, comme nous le laisse à penser le cas récent d'Échelon, sur lequel cette Assemblée se penchera sous peu."
"Sequoia","laisser à penser","§ ['laisse', 'à', 'penser'] : Nous voulons protéger notre droit à avoir des idées, des sentiments, des émotions, contre l'invasion technologique des grands frères, comme nous le laisse à penser le cas récent d'Échelon, sur lequel cette Assemblée se penchera sous peu."
"Sequoia","mettre en oeuvre","§ ['mettre', 'en', 'oeuvre'] : Monsieur le Président, la Commission voudrait avant tout saluer la déclaration très claire du représentant du Conseil, selon laquelle le système Eurodac est un système qui n'est conçu que pour mettre en oeuvre la convention de Dublin.  § ['mettent', 'en', 'oeuvre'] : Encore faut-il que les pays de la zone mettent tout en oeuvre pour faciliter cet acheminement : ouverture des ports, des routes et des infrastructures.  § ['mis', 'en', 'oeuvre'] : Si nous souhaitons effectivement faire quelque chose pour réduire les nuisances acoustiques produites par les avions, il convient dès lors que les progrès techniques soient mis en oeuvre plus rapidement."
"Sequoia","fournir travail","§ ['fournir', 'travail'] : Nous avons dès lors décidé, même si on ne nous avait pas demandé d'élaborer de nouvelle proposition, de fournir un travail supplémentaire pour clarifier les options politiques qui sont sur la table et de présenter une nouvelle proposition au Conseil."
"Sequoia","fournir réponse","§ ['fournir', 'réponses'] : Premièrement, nous ne devrions pas demander à Eurodac de fournir des réponses qu'Eurodac ne peut fournir.  § ['réponses', 'fournir'] : Premièrement, nous ne devrions pas demander à Eurodac de fournir des réponses qu'Eurodac ne peut fournir."
"Sequoia","apporter cohérence","§ ['apportera', 'cohérence'] : Nous sommes d'avis que cela apportera davantage de cohérence et de transparence dans la manière de gérer le système et de renforcer la capacité du Parlement à examiner la manière dont la Commission gère et développe le système Eurodac."
"Sequoia","apporter transparence","§ ['apportera', 'transparence'] : Nous sommes d'avis que cela apportera davantage de cohérence et de transparence dans la manière de gérer le système et de renforcer la capacité du Parlement à examiner la manière dont la Commission gère et développe le système Eurodac."
"Sequoia","mener politique","§ ['mène', 'politique'] : Il est inconcevable que la Commission puisse dire ""cela n'est pas très important pour nous"" pour un petit État qui n'a peut-être aucune matière première, qui mène une politique relativement bonne dans la région en matière des droits de l'homme et où l'agriculture reste une activité dominante."
"Sequoia","voyage effectuer","§ ['voyage', 'effectué'] : Pour la première fois depuis dix ans, une délégation américaine de conseillers et de parlementaires a publié hier 14 mars, au retour d'un voyage effectué en Irak, un rapport dans lequel elle appelle, pour des raisons humanitaires, à la levée de l'embargo."
"Sequoia","mettre fin","§ ['mettre', 'fin'] : Notre résolution appelle donc à mettre fin à cette situation.  § ['met', 'fin'] : - Le 10 octobre 2006, les juges d'instruction Renaud Van Ruymbeke et Françoise Desset ont notifié aux parties l'article 175 du code de procédure pénale qui met fin à leurs investigations.  § ['mit', 'fin'] : René Mayer, Président du Conseil, y mit fin en 1953 en ramenant le taux des piastres à 10 francs, un cours plus réaliste, mais ce en violation des accords du 8 Mars 1949 et des accords de Pau de 1950 ; les États associés du Cambodge, Laos et Viêtnam ne furent pas consultés."
"Sequoia","en finir","§ ['en', 'finir'] : Nous rechercherons alors à obtenir le soutien de tous ceux qui veulent en finir avec cette inhumaine pratique de l'embargo, et cela, faut-il le préciser, sans donner un blanc-seing au régime dictatorial de Saddam Hussein."
"Sequoia","donner un blanc-seing","§ ['donner', 'un', 'blanc-seing'] : Nous rechercherons alors à obtenir le soutien de tous ceux qui veulent en finir avec cette inhumaine pratique de l'embargo, et cela, faut-il le préciser, sans donner un blanc-seing au régime dictatorial de Saddam Hussein."
"Sequoia","propos tenir","§ ['propos', 'tenus'] : Monsieur le Président, il apparaît clairement des propos tenus par M. le commissaire que la Commission évalue minutieusement l'additionnalité du financement structurel au niveau des États membres.  § ['propos', 'tenus'] : Permettez-moi enfin de vous dire que notre Parlement s'est, je crois, très largement retrouvé dans les propos que vous avez tenus."
"Sequoia","effectuer évaluation","§ ['effectués', 'évaluation'] : Son discours exposant les divers niveaux auxquels sont effectués l'évaluation était également rassurant."
"Sequoia","avoir signification","§ ['avoir', 'signification'] : Ceci peut également avoir pour signification que le principe d'additionnalité n'est pas exécuté comme il se doit sur une base régionale.  § ['ont', 'signification'] : Dans l'Ogaden, la région la plus touchée du sud-est de l'Éthiopie, il n'a pas plu depuis plus de trois ans, au point que les notions de saison sèche et de saison humide n'ont plus aucune signification."
"Sequoia","en arriver","§ ['en', 'arrivée'] : Et comme vous savez, Madame la Présidente, chers collègues, l'Union européenne en est arrivée là où elle est aujourd'hui, avec ses réussites, précisément parce qu'elle a fonctionné et continue à fonctionner sur la base d'un équilibre de forces qui avait été convenu et faisait l'objet d'un consensus."
"Sequoia","faire le objet consensus","§ ['faisait', ""l'"", 'objet', 'consensus'] : Et comme vous savez, Madame la Présidente, chers collègues, l'Union européenne en est arrivée là où elle est aujourd'hui, avec ses réussites, précisément parce qu'elle a fonctionné et continue à fonctionner sur la base d'un équilibre de forces qui avait été convenu et faisait l'objet d'un consensus."
"Sequoia","se devoir","§ ['me', 'dois'] : Mais je me dois de souligner qu'elle est nécessaire, indispensable, notamment parce qu'avant tout, nous en convenons tous, le réexamen actuel du mode de fonctionnement de l'Union européenne est directement lié au grand défi que constitue l'élargissement."
"Sequoia","se référer","§ ['se', 'réfèrent'] : Le quatrième point consiste en certaines propositions nouvelles, bien que les questions auxquelles elles se réfèrent aient toujours fait l'objet de discussions."
"Sequoia","faire le objet discussion","§ ['fait', ""l'"", 'objet', 'discussions'] : Le quatrième point consiste en certaines propositions nouvelles, bien que les questions auxquelles elles se réfèrent aient toujours fait l'objet de discussions."
"Sequoia","accomplir pas","§ ['accompli', 'pas'] : Nous avons accompli bien des pas en avant et nous avons en tout cas deux exemples de coopération renforcée : les accords de Schengen et l'union économique et monétaire proprement dite."
"Sequoia","collaboration avoir","§ ['collaboration', 'eue'] : Je terminerai en exprimant mes remerciements à la présidence portugaise, et en particulier à M. Da Costa pour la collaboration que nous avons eue, au commissaire, M. Barnier, à vous et à tous les collègues et, bien sûr, au corapporteur, M. Leinen, pour le rude mais très bon travail que nous avons accompli de concert, ainsi qu'aux membres du secrétariat du Parlement qui nous ont assistés et aux interprètes qui ont bien souvent dépassé l'horaire pour nous permettre de mener les négociations difficiles que vous concevez."
"Sequoia","mener négociation","§ ['mener', 'négociations'] : Je terminerai en exprimant mes remerciements à la présidence portugaise, et en particulier à M. Da Costa pour la collaboration que nous avons eue, au commissaire, M. Barnier, à vous et à tous les collègues et, bien sûr, au corapporteur, M. Leinen, pour le rude mais très bon travail que nous avons accompli de concert, ainsi qu'aux membres du secrétariat du Parlement qui nous ont assistés et aux interprètes qui ont bien souvent dépassé l'horaire pour nous permettre de mener les négociations difficiles que vous concevez.  § ['négociations', 'menées'] : à en croire Alain Fribourg, la disproportion entre les deux commissions s'expliquait par le fait que les ""négociations"" menées à Taïwan par Andrew Wang avaient ""permis d'obtenir"" l'augmentation du volume du marché conclu avec Taïpeh, passant de 12 milliards initialement prévus à 16 milliards de francs lors de la signature finale."
"Sequoia","apporter commentaire","§ ['apporter', 'commentaire'] : Madame la Présidente, en tant que rapporteur pour avis de la commission du contrôle budgétaire, je souhaiterais apporter un commentaire sur les deux points que nous avons introduits dans le rapport."
"Sequoia","donner décharge","§ ['donne', 'décharge'] : Le Traité UE stipule très clairement que le Parlement européen donne décharge à la Commission pour l'exécution du budget."
"Sequoia","revêtir aspect","§ ['revêtir', 'aspects'] : Il apparaît maintenant que le premier acte, l'évaluation politique, peut revêtir différents aspects."
"Sequoia","procéder à évaluation","§ ['procéder', 'à', 'évaluation'] : De plus, nous souhaiterions recevoir des informations directement des États membres, afin de pouvoir procéder à une meilleure évaluation de la gestion des crédits budgétaires."
"Sequoia","il pleuvoir","§ ['il', 'plu'] : Dans l'Ogaden, la région la plus touchée du sud-est de l'Éthiopie, il n'a pas plu depuis plus de trois ans, au point que les notions de saison sèche et de saison humide n'ont plus aucune signification."
"Sequoia","précision apporter","§ ['précisions', 'apportées'] : Je remercie d'ailleurs le Conseil et la Commission pour ce qu'ils ont déjà entrepris et pour les précisions qu'ils nous ont apportées tout à l'heure."
"Sequoia","lancer appel","§ ['lancer', 'appel'] : C'est pourquoi nous devons lancer un appel à la raison aux dirigeants éthiopiens et érythréens pour que cesse le conflit, pour que, dans le cadre du plan de paix de l'O.U.A., un accord rapide sur les arrangements techniques intervienne.  § ['lance', 'appel'] : Je lance un appel à la Commission, cette même proportion se retrouvant approximativement dans l'engagement de l'Europe, à prendre sérieusement ces 3 à 4% et à augmenter cette proportion.  § ['appel', 'lancé'] : En troisième lieu vient l'appel lancé dans ce rapport, et appuyé par le Conseil ""affaires générales"", pour que les limitations commerciales soient supprimées pour les pays de manière asymétrique et, si nécessaire, unilatérale, dans l'idée que le commerce devienne à terme aussi important que les subventions."
"Sequoia","mettre accent","§ ['mis', 'accent'] : Je pense que l'on peut dire que cette conférence a été une réussite, pas seulement du point de vue financier, mais également en raison du fait que lors de cette conférence on a particulièrement mis l'accent sur des projets qui relient réciproquement les régions entre elles, et c'est l'un des points principaux du rapport et l'essence même du pacte de stabilité."
"Sequoia","reproche adresser","§ ['reproche', 'adressé'] : Ceci n'est pas un reproche adressé à la Commission, mais c'est une constatation, constatation qui provoquera plus de frictions si l'on sait que la somme de 5,5 milliards serait disponible."
"Sequoia","que en être il","§ [""Qu'"", 'en', 'est', '-il'] : Qu'en est-il de la préparation du budget alloué au pacte de stabilité ?  § [""Qu'"", 'en', 'est', '-il'] : Qu'en est-il ?"
"Sequoia","il en aller","§ ['il', 'en', 'va'] : Quelle est sa réaction face aux opinions de plus en plus nombreuses et intenses, provenant par exemple du Conseil ou encore des États membres, selon lesquelles ces 5,5 milliards sont bien trop élevés pour les Balkans occidentaux, dans le cadre du soutien de pré-adhésion pour la Bulgarie et la Roumanie, et selon lesquelles, comme il en va par exemple de la capacité d'absorption, un montant bien inférieur pourrait être beaucoup plus réaliste ?"
"Sequoia","souvenir simplement","§ ['souviens', 'simplement'] : Je me souviens simplement d'une nouvelle tragique lue ce matin dans le journal qui annonçait que hier à nouveau trois enfants ont marché sur une mine dans la région de Sarajevo et sont décédés."
"Sequoia","mettre en pratique","§ ['mis', 'en', 'pratique'] : Qui va veiller à ce que tous ces projets soient mis en pratique de façon rapide et efficace ?"
"Sequoia","couper le herbe sous le pied","§ ['couper', ""l'"", 'herbe', 'sous', 'le', 'pied'] : La semaine passée, il a été accusé d'avoir voulu couper l'herbe sous le pied au Président de la Commission, M. Prodi.  § ['couper', ""l'"", 'herbe', 'sous', 'le', 'pied'] : Si vous avez tant besoin de couper l'herbe sous le pied de quelqu'un, je vous proposerais de vous en prendre à M. Solana."
"Sequoia","se en prendre","§ ['vous', 'en', 'prendre'] : Si vous avez tant besoin de couper l'herbe sous le pied de quelqu'un, je vous proposerais de vous en prendre à M. Solana."
"Sequoia","remplir rôle","§ ['remplisse', 'rôle'] : Il me semble bien plus logique que la Commission européenne, que M. Patten, remplisse ce rôle de dirigeant afin d'exécuter rapidement et efficacement le pacte de stabilité."
"Sequoia","effort déployer","§ ['efforts', 'déployés'] : Monsieur le Président, les socialistes appuient les efforts déployés par la Commission pour instaurer un marché intérieur des services financiers transparent et liquide."
"Sequoia","tirer conséquence","§ ['tiré', 'conséquences'] : La Finlande et le Royaume-Uni en ont tiré des conséquences et ont instauré une autorité prudentielle unique pour tout le secteur."
"Sequoia","faire usage","§ ['faire', 'usage'] : Lundi dernier, au sein de la commission du contrôle budgétaire, nous avons effectivement amplement débattu de la recevabilité de cette question, ou si en tant que présidente de la commission, je devrais faire usage de l'article 161."
"Sequoia","avoir le parole","§ ['eu', 'la', 'parole'] : Presque chaque membre de la commission a eu la parole."
"Sequoia","porter jugement","§ ['porter', 'jugement'] : Toutefois, je me vois dans l'impossibilité de porter un jugement sur le style et le choix des mots m'amenant à émettre des censures, car alors je devrais le faire pour chaque exposé des motifs."
"Sequoia","faire savoir","§ ['fait', 'savoir'] : Selon moi, il y a bien cohérence, et c'est pourquoi j'ai décidé et fait savoir à la commission que je ne rejetais pas cet exposé des motifs."
"Sequoia","se faire attendre","§ ['se', 'fait', 'attendre'] : Étant donné que la durée de vie des avions est approximativement de trente ans, l'effet de ces améliorations techniques se fait attendre longtemps."
"Sequoia","prendre conscience","§ ['prenne', 'conscience'] : Il convient que l'utilisateur prenne conscience des coûts réels des transports aériens, y compris de toutes les dépenses pour la protection de l'environnement.  § ['prend', 'conscience'] : Mal payé, méprisé de ses employeurs et à court d'argent, Bidegain prend soudain conscience de la bombe politique qu'il possède entre les mains en cette période d'effervescence extrême due à la rupture des relations diplomatiques de la France avec le Saint-Siège suite aux malheureuses affaires des évêques Geay et Le Nordez, et il vend, connaissant paradoxalement, en tant que franc-maçon, la totale inexistence de la fameuse ""vengeance maçonnique contre les parjures"" chère aux lecteurs de Léo Taxil et aux conspirationnistes, les dites fiches au journal conservateur d'opposition Le Figaro."
"Sequoia","avoir répercussion","§ ['a', 'répercussions'] : En effet, la politique de transport transeuropéen a des répercussions importantes sur le développement durable de l'économie locale et la relance de l'emploi."
"Sequoia","faire en sorte","§ ['font', 'en', 'sorte'] : Finalement, je voudrais encore attirer votre attention sur la série d'amendements qui font effectivement en sorte que certains points de l'annexe soient repris dans le corps du rapport."
"Sequoia","procéder à création","§ ['procéder', 'à', 'création'] : On doit procéder à la création d'un organisme spatial de l'Union qui ne soit pas l'ASE."
"Sequoia","visite effectuer","§ ['visite', 'effectuée'] : Merci aussi d'avoir évoqué la visite que j'ai effectuée il y a quelques semaines à Lubljana."
"Sequoia","donner occasion","§ ['donné', 'occasion'] : Au cours de cette visite, j'ai été très honorée que vous m'ayez donné l'occasion de m'exprimer dans l'hémicycle du Parlement slovène et je dois dire que, avec M. Podestá, vice-président chargé de l'élargissement, avec M. Brok, président de la commission des affaires étrangères et M. Ebner, président de la délégation, nous avons été très impressionnés par les progrès considérables que votre pays avait accomplis dans la voie de l'appartenance à l'Europe."
"Sequoia","progrès accomplir","§ ['progrès', 'accomplis'] : Au cours de cette visite, j'ai été très honorée que vous m'ayez donné l'occasion de m'exprimer dans l'hémicycle du Parlement slovène et je dois dire que, avec M. Podestá, vice-président chargé de l'élargissement, avec M. Brok, président de la commission des affaires étrangères et M. Ebner, président de la délégation, nous avons été très impressionnés par les progrès considérables que votre pays avait accomplis dans la voie de l'appartenance à l'Europe."
"Sequoia","perdre de vue","§ ['perdre', 'de', 'vue'] : Vous avez aussi évoqué le souhait de ne pas perdre de vue la solidarité sociale, dans le contexte de la globalisation."
"Sequoia","tenir débat","§ ['tienne', 'débat'] : Les événements de la nuit dernière à Copenhague soulignent à quel point il est important que le Parlement européen tienne ce débat, comme il a décidé de le faire plus tôt dans la semaine."
